x-axis,1,2,3
second,Volt,Volt,Volt
-28.38000E-06,-6.25000000000E+00,+14.75000000000E+00,+15.31249999999E+00
-28.36000E-06,-6.25000000022E+00,+14.74999999999E+00,+15.00000000002E+00
-28.34000E-06,-12.50000000000E+00,+14.43750000001E+00,+15.62499999999E+00
-28.32000E-06,-12.49999999978E+00,+14.74999999999E+00,+15.31250000000E+00
-28.30000E-06,-6.25000000000E+00,+14.43750000001E+00,+15.31249999999E+00
-28.28000E-06,-6.25000000022E+00,+14.75000000000E+00,+15.00000000000E+00
-28.26000E-06,-12.50000000000E+00,+14.75000000000E+00,+15.00000000000E+00
-28.24000E-06,-12.50000000000E+00,+14.75000000000E+00,+15.00000000001E+00
-28.22000E-06,-12.49999999978E+00,+14.75000000000E+00,+15.31249999999E+00
-28.20000E-06,-6.25000000044E+00,+14.75000000000E+00,+15.00000000001E+00
-28.18000E-06,-18.74999999978E+00,+14.75000000000E+00,+15.31249999999E+00
-28.16000E-06,-12.50000000000E+00,+14.74999999999E+00,+15.00000000001E+00
-28.14000E-06,-12.50000000022E+00,+14.43750000000E+00,+15.31249999999E+00
-28.12000E-06,-18.74999999956E+00,+14.43750000001E+00,+15.00000000000E+00
-28.10000E-06,-6.25000000000E+00,+14.75000000000E+00,+15.00000000000E+00
-28.08000E-06,-6.25000000022E+00,+14.75000000000E+00,+15.00000000000E+00
-28.06000E-06,-12.50000000000E+00,+14.74999999999E+00,+15.00000000001E+00
-28.04000E-06,-12.50000000000E+00,+14.43750000001E+00,+15.31250000000E+00
-28.02000E-06,-12.50000000022E+00,+14.75000000000E+00,+15.31250000000E+00
-28.00000E-06,-18.74999999956E+00,+14.75000000000E+00,+15.31249999999E+00
-27.98000E-06,-6.25000000044E+00,+14.75000000000E+00,+15.00000000001E+00
-27.96000E-06,-18.75000000000E+00,+14.74999999999E+00,+15.31249999999E+00
-27.94000E-06,-18.74999999956E+00,+14.43749999999E+00,+15.00000000001E+00
-27.92000E-06,-6.25000000000E+00,+14.12499999998E+00,+15.31249999999E+00
-27.90000E-06,-6.25000000022E+00,+13.49999999994E+00,+15.00000000001E+00
-27.88000E-06,-12.50000000000E+00,+11.93749999994E+00,+15.31249999999E+00
-27.86000E-06,-12.50000000000E+00,+10.37499999997E+00,+15.00000000000E+00
-27.84000E-06,-12.50000000000E+00,+9.43749999996E+00,+15.00000000001E+00
-27.82000E-06,-12.50000000000E+00,+8.18749999997E+00,+15.31249999999E+00
-27.80000E-06,-12.49999999978E+00,+7.24999999996E+00,+15.00000000001E+00
-27.78000E-06,-6.25000000000E+00,+5.99999999998E+00,+15.31249999999E+00
-27.76000E-06,-6.25000000022E+00,+5.37499999997E+00,+15.00000000001E+00
-27.74000E-06,-12.50000000000E+00,+4.43749999998E+00,+15.31249999999E+00
-27.72000E-06,-12.50000000000E+00,+3.81249999999E+00,+15.00000000000E+00
-27.70000E-06,-12.49999999978E+00,+3.49999999998E+00,+15.00000000001E+00
-27.68000E-06,-6.25000000022E+00,+2.87500000001E+00,+15.31249999999E+00
-27.66000E-06,-12.49999999956E+00,+3.18749999998E+00,+15.00000000000E+00
-27.64000E-06,-440E-12,+2.56250000001E+00,+15.00000000002E+00
-27.62000E-06,-12.49999999978E+00,+2.87499999999E+00,+15.62499999998E+00
-27.60000E-06,-6.24999999978E+00,+2.56250000001E+00,+15.00000000001E+00
-27.58000E-06,+0.0E+00,+2.87499999999E+00,+15.31249999999E+00
-27.56000E-06,+0.0E+00,+2.56250000000E+00,+15.00000000001E+00
-27.54000E-06,+220E-12,+2.56250000000E+00,+15.31250000000E+00
-27.52000E-06,+6.24999999978E+00,+2.56250000000E+00,+15.31249999999E+00
-27.50000E-06,+220E-12,+2.56249999999E+00,+15.00000000001E+00
-27.48000E-06,+6.25000000044E+00,+2.24999999999E+00,+15.31249999999E+00
-27.46000E-06,+18.75000000044E+00,+1.93750000000E+00,+15.00000000001E+00
-27.44000E-06,+31.25000000022E+00,+1.93749999998E+00,+15.31250000000E+00
-27.42000E-06,+37.50000000044E+00,+1.31249999999E+00,+15.31250000000E+00
-27.40000E-06,+50.00000000066E+00,+1.00000000000E+00,+15.31250000000E+00
-27.38000E-06,+68.75000000000E+00,+1.00000000000E+00,+15.31249999999E+00
-27.36000E-06,+68.75000000044E+00,+999.99999999E-03,+15.00000000001E+00
-27.34000E-06,+81.25000000044E+00,+687.49999999E-03,+15.31249999999E+00
-27.32000E-06,+93.75000000000E+00,+375.00000000E-03,+15.00000000000E+00
-27.30000E-06,+93.75000000066E+00,+375.00000000E-03,+15.00000000000E+00
-27.28000E-06,+112.50000000022E+00,+374.99999999E-03,+15.00000000001E+00
-27.26000E-06,+118.75000000065E+00,+62.49999999E-03,+15.31249999999E+00
-27.24000E-06,+137.50000000044E+00,-249.99999999E-03,+15.00000000002E+00
-27.22000E-06,+150.00000000044E+00,+62.50000000E-03,+15.62499999998E+00
-27.20000E-06,+162.50000000022E+00,+62.50000000E-03,+15.00000000000E+00
-27.18000E-06,+168.75000000044E+00,+62.50000000E-03,+15.00000000001E+00
-27.16000E-06,+181.25000000065E+00,+62.50000000E-03,+15.31250000000E+00
-27.14000E-06,+200.00000000000E+00,+62.49999999E-03,+15.31250000000E+00
-27.12000E-06,+200.00000000044E+00,-250.00000000E-03,+15.31250000000E+00
-27.10000E-06,+212.50000000022E+00,-250.00000000E-03,+15.31249999999E+00
-27.08000E-06,+218.75000000065E+00,-249.99999999E-03,+15.00000000001E+00
-27.06000E-06,+237.50000000022E+00,+62.49999999E-03,+15.31249999999E+00
-27.04000E-06,+243.75000000044E+00,-249.99999999E-03,+15.00000000002E+00
-27.02000E-06,+256.25000000044E+00,+62.49999999E-03,+15.62499999998E+00
-27.00000E-06,+268.75000000065E+00,-250.00000000E-03,+15.00000000000E+00
-26.98000E-06,+287.50000000022E+00,-250.00000000E-03,+15.00000000000E+00
-26.96000E-06,+293.75000000044E+00,-250.00000000E-03,+15.00000000001E+00
-26.94000E-06,+306.25000000022E+00,-250.00000000E-03,+15.31249999999E+00
-26.92000E-06,+312.50000000044E+00,-250.00000000E-03,+15.00000000001E+00
-26.90000E-06,+325.00000000044E+00,-249.99999999E-03,+15.31249999999E+00
-26.88000E-06,+337.50000000043E+00,+62.49999999E-03,+15.00000000000E+00
-26.86000E-06,+350.00000000022E+00,-250.00000000E-03,+15.00000000000E+00
-26.84000E-06,+356.25000000043E+00,-250.00000000E-03,+15.00000000001E+00
-26.82000E-06,+368.75000000043E+00,-249.99999999E-03,+15.31250000000E+00
-26.80000E-06,+381.25000000043E+00,+62.49999999E-03,+15.31249999999E+00
-26.78000E-06,+393.75000000065E+00,-250.00000001E-03,+15.00000000000E+00
-26.76000E-06,+412.50000000022E+00,-562.49999999E-03,+15.00000000001E+00
-26.74000E-06,+418.75000000022E+00,-250.00000000E-03,+15.31249999999E+00
-26.72000E-06,+425.00000000043E+00,-250.00000000E-03,+15.00000000001E+00
-26.70000E-06,+437.50000000043E+00,-250.00000000E-03,+15.31249999999E+00
-26.68000E-06,+450.00000000043E+00,-250.00000000E-03,+15.00000000001E+00
-26.66000E-06,+462.50000000022E+00,-250.00000000E-03,+15.31249999999E+00
-26.64000E-06,+468.75000000022E+00,-249.99999999E-03,+15.00000000001E+00
-26.62000E-06,+475.00000000065E+00,+62.50000000E-03,+15.31250000000E+00
-26.60000E-06,+493.75000000043E+00,+62.50000000E-03,+15.31250000000E+00
-26.58000E-06,+506.25000000043E+00,+62.49999999E-03,+15.31249999999E+00
-26.56000E-06,+518.75000000000E+00,-249.99999999E-03,+15.00000000001E+00
-26.54000E-06,+518.75000000043E+00,+62.49999999E-03,+15.31250000000E+00
-26.52000E-06,+531.25000000000E+00,-250.00000001E-03,+15.31250000001E+00
-26.50000E-06,+531.25000000065E+00,-562.49999999E-03,+15.62499999998E+00
-26.48000E-06,+550.00000000000E+00,-250.00000000E-03,+15.00000000002E+00
-26.46000E-06,+550.00000000000E+00,-250.00000000E-03,+15.62499999999E+00
-26.44000E-06,+550.00000000043E+00,-250.00000000E-03,+15.31250000000E+00
-26.42000E-06,+562.50000000043E+00,-250.00000000E-03,+15.31250000000E+00
-26.40000E-06,+575.00000000022E+00,-249.99999999E-03,+15.31250000000E+00
-26.38000E-06,+581.25000000000E+00,+62.49999999E-03,+15.31249999999E+00
-26.36000E-06,+581.24999999978E+00,-250.00000000E-03,+15.00000000002E+00
-26.34000E-06,+575.00000000022E+00,-250.00000000E-03,+15.62499999999E+00
-26.32000E-06,+581.25000000000E+00,-250.00000000E-03,+15.31250000001E+00
-26.30000E-06,+581.25000000022E+00,-250.00000000E-03,+15.62500000000E+00
-26.28000E-06,+587.50000000000E+00,-250.00000000E-03,+15.62499999999E+00
-26.26000E-06,+587.49999999979E+00,-250.00000001E-03,+15.31250000000E+00
-26.24000E-06,+581.25000000022E+00,-562.49999999E-03,+15.31250000000E+00
-26.22000E-06,+587.49999999957E+00,-250.00000001E-03,+15.31249999999E+00
-26.20000E-06,+575.00000000000E+00,-562.49999999E-03,+15.00000000001E+00
-26.18000E-06,+575.00000000000E+00,-250.00000000E-03,+15.31250000000E+00
-26.16000E-06,+574.99999999979E+00,-250.00000001E-03,+15.31250000000E+00
-26.14000E-06,+568.74999999979E+00,-562.49999999E-03,+15.31250000001E+00
-26.12000E-06,+562.50000000000E+00,-250.00000000E-03,+15.62500000000E+00
-26.10000E-06,+562.49999999979E+00,-250.00000001E-03,+15.62500000000E+00
-26.08000E-06,+556.24999999979E+00,-562.49999999E-03,+15.62499999999E+00
-26.06000E-06,+549.99999999979E+00,-250.00000001E-03,+15.31249999999E+00
-26.04000E-06,+543.74999999979E+00,-562.49999999E-03,+15.00000000002E+00
-26.02000E-06,+537.49999999979E+00,-250.00000001E-03,+15.62499999998E+00
-26.00000E-06,+531.24999999957E+00,-562.49999999E-03,+15.00000000002E+00
-25.98000E-06,+518.74999999936E+00,-250.00000001E-03,+15.62500000000E+00
-25.96000E-06,+500.00000000000E+00,-562.50000000E-03,+15.62500000000E+00
-25.94000E-06,+499.99999999957E+00,-562.50000000E-03,+15.62499999999E+00
-25.92000E-06,+487.49999999957E+00,-562.50000000E-03,+15.31250000000E+00
-25.90000E-06,+474.99999999979E+00,-562.50000001E-03,+15.31250000000E+00
-25.88000E-06,+468.74999999979E+00,-874.99999999E-03,+15.31250000000E+00
-25.86000E-06,+462.49999999936E+00,-562.50000000E-03,+15.31249999999E+00
-25.84000E-06,+443.74999999957E+00,-562.50000000E-03,+15.00000000002E+00
-25.82000E-06,+431.24999999979E+00,-562.50000000E-03,+15.62499999999E+00
-25.80000E-06,+424.99999999957E+00,-562.50000001E-03,+15.31250000000E+00
-25.78000E-06,+412.49999999979E+00,-874.99999999E-03,+15.31250000000E+00
-25.76000E-06,+406.24999999979E+00,-562.50000000E-03,+15.31250000001E+00
-25.74000E-06,+399.99999999957E+00,-562.50000000E-03,+15.62499999999E+00
-25.72000E-06,+387.50000000000E+00,-562.50000001E-03,+15.31249999999E+00
-25.70000E-06,+387.49999999979E+00,-875.00000000E-03,+15.00000000001E+00
-25.68000E-06,+381.24999999957E+00,-875.00000000E-03,+15.31249999999E+00
-25.66000E-06,+368.74999999979E+00,-875.00000000E-03,+15.00000000001E+00
-25.64000E-06,+362.50000000000E+00,-874.99999999E-03,+15.31250000000E+00
-25.62000E-06,+362.49999999979E+00,-562.50000000E-03,+15.31249999999E+00
-25.60000E-06,+356.24999999979E+00,-562.49999999E-03,+15.00000000001E+00
-25.58000E-06,+350.00000000021E+00,-250.00000002E-03,+15.31250000000E+00
-25.56000E-06,+356.24999999957E+00,-874.99999999E-03,+15.31250000000E+00
-25.54000E-06,+343.75000000043E+00,-562.50000001E-03,+15.31250000000E+00
-25.52000E-06,+356.24999999936E+00,-874.99999999E-03,+15.31250000000E+00
-25.50000E-06,+337.50000000021E+00,-562.50000001E-03,+15.31249999999E+00
-25.48000E-06,+343.75000000021E+00,-874.99999998E-03,+15.00000000001E+00
-25.46000E-06,+349.99999999979E+00,-250.00000001E-03,+15.31250000000E+00
-25.44000E-06,+343.75000000021E+00,-562.50000000E-03,+15.31250000000E+00
-25.42000E-06,+349.99999999979E+00,-562.50000000E-03,+15.31250000000E+00
-25.40000E-06,+343.75000000000E+00,-562.50000000E-03,+15.31250000000E+00
-25.38000E-06,+343.75000000000E+00,-562.50000000E-03,+15.31249999999E+00
-25.36000E-06,+343.75000000000E+00,-562.49999998E-03,+15.00000000001E+00
-25.34000E-06,+343.75000000064E+00,+62.49999998E-03,+15.31250000000E+00
-25.32000E-06,+362.49999999979E+00,-562.49999999E-03,+15.31250000000E+00
-25.30000E-06,+356.25000000000E+00,-250.00000001E-03,+15.31250000000E+00
-25.28000E-06,+356.25000000000E+00,-562.50000000E-03,+15.31250000001E+00
-25.26000E-06,+356.24999999979E+00,-562.50000000E-03,+15.62499999998E+00
-25.24000E-06,+350.00000000021E+00,-562.49999999E-03,+15.00000000000E+00
-25.22000E-06,+356.25000000000E+00,-250.00000001E-03,+15.00000000001E+00
-25.20000E-06,+356.25000000021E+00,-562.49999999E-03,+15.31249999999E+00
-25.18000E-06,+362.50000000021E+00,-250.00000001E-03,+15.00000000001E+00
-25.16000E-06,+368.74999999979E+00,-562.50000000E-03,+15.31249999999E+00
-25.14000E-06,+362.50000000021E+00,-562.49999999E-03,+15.00000000000E+00
-25.12000E-06,+368.75000000000E+00,-250.00000000E-03,+15.00000000000E+00
-25.10000E-06,+368.75000000021E+00,-250.00000002E-03,+15.00000000000E+00
-25.08000E-06,+375.00000000021E+00,-874.99999999E-03,+15.00000000001E+00
-25.06000E-06,+381.24999999979E+00,-562.49999999E-03,+15.31250000000E+00
-25.04000E-06,+375.00000000021E+00,-250.00000000E-03,+15.31250000000E+00
-25.02000E-06,+381.25000000042E+00,-250.00000000E-03,+15.31250000000E+00
-25.00000E-06,+393.75000000000E+00,-250.00000000E-03,+15.31249999999E+00
-24.98000E-06,+393.75000000021E+00,-250.00000001E-03,+15.00000000000E+00
-24.96000E-06,+400.00000000021E+00,-562.49999999E-03,+15.00000000001E+00
-24.94000E-06,+406.25000000000E+00,-250.00000000E-03,+15.31249999999E+00
-24.92000E-06,+406.24999999979E+00,-250.00000001E-03,+15.00000000001E+00
-24.90000E-06,+400.00000000063E+00,-562.50000000E-03,+15.31250000001E+00
-24.88000E-06,+418.75000000021E+00,-562.49999998E-03,+15.62499999999E+00
-24.86000E-06,+425.00000000000E+00,+62.49999999E-03,+15.31250000000E+00
-24.84000E-06,+425.00000000021E+00,-250.00000000E-03,+15.31249999999E+00
-24.82000E-06,+431.24999999979E+00,-250.00000000E-03,+15.00000000001E+00
-24.80000E-06,+425.00000000021E+00,-250.00000000E-03,+15.31250000000E+00
-24.78000E-06,+431.25000000042E+00,-250.00000000E-03,+15.31249999999E+00
-24.76000E-06,+443.74999999979E+00,-250.00000000E-03,+15.00000000002E+00
-24.74000E-06,+437.50000000021E+00,-250.00000001E-03,+15.62499999998E+00
-24.72000E-06,+443.75000000021E+00,-562.49999999E-03,+15.00000000001E+00
-24.70000E-06,+450.00000000021E+00,-250.00000001E-03,+15.31250000000E+00
-24.68000E-06,+456.25000000000E+00,-562.50000000E-03,+15.31250000000E+00
-24.66000E-06,+456.25000000021E+00,-562.50000000E-03,+15.31249999999E+00
-24.64000E-06,+462.49999999979E+00,-562.49999999E-03,+15.00000000002E+00
-24.62000E-06,+456.25000000021E+00,-250.00000001E-03,+15.62500000000E+00
-24.60000E-06,+462.50000000021E+00,-562.49999998E-03,+15.62499999999E+00
-24.58000E-06,+468.75000000000E+00,+62.49999998E-03,+15.31250000000E+00
-24.56000E-06,+468.75000000021E+00,-562.49999999E-03,+15.31250000000E+00
-24.54000E-06,+474.99999999979E+00,-250.00000001E-03,+15.31250000000E+00
-24.52000E-06,+468.75000000021E+00,-562.49999999E-03,+15.31250000001E+00
-24.50000E-06,+475.00000000000E+00,-250.00000001E-03,+15.62500000000E+00
-24.48000E-06,+474.99999999979E+00,-562.49999999E-03,+15.62499999999E+00
-24.46000E-06,+468.75000000021E+00,-250.00000000E-03,+15.31250000000E+00
-24.44000E-06,+475.00000000000E+00,-250.00000000E-03,+15.31250000000E+00
-24.42000E-06,+474.99999999979E+00,-250.00000000E-03,+15.31250000001E+00
-24.40000E-06,+468.75000000021E+00,-250.00000000E-03,+15.62499999999E+00
-24.38000E-06,+474.99999999979E+00,-250.00000000E-03,+15.31250000000E+00
-24.36000E-06,+468.75000000021E+00,-250.00000000E-03,+15.31249999999E+00
-24.34000E-06,+474.99999999979E+00,-250.00000000E-03,+15.00000000001E+00
-24.32000E-06,+468.75000000000E+00,-250.00000000E-03,+15.31250000000E+00
-24.30000E-06,+468.74999999979E+00,-250.00000001E-03,+15.31250000000E+00
-24.28000E-06,+462.50000000021E+00,-562.49999999E-03,+15.31250000000E+00
-24.26000E-06,+468.75000000000E+00,-250.00000000E-03,+15.31250000000E+00
-24.24000E-06,+468.75000000000E+00,-250.00000000E-03,+15.31250000001E+00
-24.22000E-06,+468.74999999979E+00,-250.00000001E-03,+15.62499999999E+00
-24.20000E-06,+462.50000000000E+00,-562.49999999E-03,+15.31249999999E+00
-24.18000E-06,+462.49999999979E+00,-250.00000001E-03,+15.00000000001E+00
-24.16000E-06,+456.25000000000E+00,-562.49999999E-03,+15.31250000000E+00
-24.14000E-06,+456.24999999979E+00,-250.00000000E-03,+15.31249999999E+00
-24.12000E-06,+450.00000000000E+00,-250.00000000E-03,+15.00000000000E+00
-24.10000E-06,+449.99999999979E+00,-250.00000001E-03,+15.00000000001E+00
-24.08000E-06,+443.75000000021E+00,-562.49999999E-03,+15.31250000001E+00
-24.06000E-06,+449.99999999979E+00,-250.00000001E-03,+15.62499999999E+00
-24.04000E-06,+443.74999999979E+00,-562.50000000E-03,+15.31249999999E+00
-24.02000E-06,+437.49999999979E+00,-562.49999999E-03,+15.00000000001E+00
-24.00000E-06,+431.24999999979E+00,-250.00000000E-03,+15.31250000000E+00
-23.98000E-06,+424.99999999979E+00,-250.00000002E-03,+15.31250000001E+00
-23.96000E-06,+418.75000000000E+00,-874.99999999E-03,+15.62499999999E+00
-23.94000E-06,+418.75000000000E+00,-562.50000001E-03,+15.31250000000E+00
-23.92000E-06,+418.74999999979E+00,-874.99999998E-03,+15.31249999999E+00
-23.90000E-06,+412.50000000000E+00,-250.00000002E-03,+15.00000000001E+00
-23.88000E-06,+412.49999999979E+00,-874.99999999E-03,+15.31249999999E+00
-23.86000E-06,+406.25000000000E+00,-562.50000001E-03,+15.00000000001E+00
-23.84000E-06,+406.24999999979E+00,-874.99999998E-03,+15.31250000000E+00
-23.82000E-06,+400.00000000000E+00,-250.00000001E-03,+15.31249999999E+00
-23.80000E-06,+400.00000000000E+00,-562.50000000E-03,+15.00000000002E+00
-23.78000E-06,+399.99999999979E+00,-562.50000000E-03,+15.62499999999E+00
-23.76000E-06,+393.75000000000E+00,-562.50000000E-03,+15.31250000001E+00
-23.74000E-06,+393.75000000021E+00,-562.50000001E-03,+15.62499999998E+00
-23.72000E-06,+399.99999999979E+00,-874.99999999E-03,+15.00000000000E+00
-23.70000E-06,+393.75000000000E+00,-562.50000000E-03,+15.00000000000E+00
-23.68000E-06,+393.75000000000E+00,-562.50000000E-03,+15.00000000000E+00
-23.66000E-06,+393.74999999959E+00,-562.50000000E-03,+15.00000000001E+00
-23.64000E-06,+381.25000000042E+00,-562.50000000E-03,+15.31250000000E+00
-23.62000E-06,+393.75000000000E+00,-562.50000000E-03,+15.31250000001E+00
-23.60000E-06,+393.74999999979E+00,-562.49999999E-03,+15.62499999999E+00
-23.58000E-06,+387.50000000021E+00,-250.00000002E-03,+15.31250000000E+00
-23.56000E-06,+393.74999999979E+00,-874.99999999E-03,+15.31249999999E+00
-23.54000E-06,+387.50000000021E+00,-562.50000000E-03,+15.00000000002E+00
-23.52000E-06,+393.74999999979E+00,-562.49999999E-03,+15.62500000000E+00
-23.50000E-06,+387.50000000021E+00,-250.00000001E-03,+15.62499999999E+00
-23.48000E-06,+393.75000000000E+00,-562.50000000E-03,+15.31249999999E+00
-23.46000E-06,+393.75000000000E+00,-562.50000000E-03,+15.00000000001E+00
-23.44000E-06,+393.75000000000E+00,-562.50000000E-03,+15.31250000000E+00
-23.42000E-06,+393.75000000000E+00,-562.50000000E-03,+15.31249999999E+00
-23.40000E-06,+393.75000000000E+00,-562.49999999E-03,+15.00000000002E+00
-23.38000E-06,+393.75000000021E+00,-250.00000000E-03,+15.62499999998E+00
-23.36000E-06,+399.99999999979E+00,-250.00000000E-03,+15.00000000000E+00
-23.34000E-06,+393.75000000021E+00,-250.00000001E-03,+15.00000000001E+00
-23.32000E-06,+399.99999999979E+00,-562.49999999E-03,+15.31250000000E+00
-23.30000E-06,+393.75000000021E+00,-250.00000001E-03,+15.31250000000E+00
-23.28000E-06,+400.00000000000E+00,-562.49999999E-03,+15.31250000000E+00
-23.26000E-06,+399.99999999979E+00,-250.00000002E-03,+15.31250000000E+00
-23.24000E-06,+393.75000000041E+00,-874.99999999E-03,+15.31250000001E+00
-23.22000E-06,+406.25000000000E+00,-562.50000000E-03,+15.62499999999E+00
-23.20000E-06,+406.25000000000E+00,-562.50000000E-03,+15.31250000001E+00
-23.18000E-06,+406.24999999979E+00,-562.49999999E-03,+15.62499999999E+00
-23.16000E-06,+400.00000000021E+00,-250.00000001E-03,+15.31250000000E+00
-23.14000E-06,+406.25000000021E+00,-562.50000000E-03,+15.31250000000E+00
-23.12000E-06,+412.50000000000E+00,-562.49999999E-03,+15.31250000001E+00
-23.10000E-06,+412.50000000021E+00,-250.00000002E-03,+15.62499999999E+00
-23.08000E-06,+418.74999999980E+00,-874.99999997E-03,+15.31250000001E+00
-23.06000E-06,+412.50000000021E+00,+62.49999999E-03,+15.62499999999E+00
-23.04000E-06,+418.75000000000E+00,-250.00000000E-03,+15.31250000000E+00
-23.02000E-06,+418.75000000021E+00,-250.00000000E-03,+15.31250000000E+00
-23.00000E-06,+425.00000000000E+00,-250.00000000E-03,+15.31250000001E+00
-22.98000E-06,+424.99999999980E+00,-250.00000001E-03,+15.62499999998E+00
-22.96000E-06,+418.75000000021E+00,-562.49999999E-03,+15.00000000000E+00
-22.94000E-06,+425.00000000000E+00,-250.00000000E-03,+15.00000000001E+00
-22.92000E-06,+425.00000000021E+00,-250.00000001E-03,+15.31250000001E+00
-22.90000E-06,+431.24999999959E+00,-562.50000000E-03,+15.62499999998E+00
-22.88000E-06,+418.75000000041E+00,-562.49999999E-03,+15.00000000001E+00
-22.86000E-06,+431.24999999980E+00,-250.00000000E-03,+15.31250000001E+00
-22.84000E-06,+425.00000000021E+00,-250.00000000E-03,+15.62499999999E+00
-22.82000E-06,+431.25000000021E+00,-250.00000001E-03,+15.31250000001E+00
-22.80000E-06,+437.49999999959E+00,-562.49999999E-03,+15.62499999998E+00
-22.78000E-06,+425.00000000041E+00,-250.00000000E-03,+15.00000000000E+00
-22.76000E-06,+437.50000000000E+00,-250.00000000E-03,+15.00000000002E+00
-22.74000E-06,+437.49999999980E+00,-250.00000001E-03,+15.62500000000E+00
-22.72000E-06,+431.25000000021E+00,-562.50000000E-03,+15.62499999999E+00
-22.70000E-06,+437.50000000000E+00,-562.50000000E-03,+15.31249999999E+00
-22.68000E-06,+437.50000000000E+00,-562.50000000E-03,+15.00000000001E+00
-22.66000E-06,+437.50000000000E+00,-562.50000000E-03,+15.31250000000E+00
-22.64000E-06,+437.50000000021E+00,-562.49999999E-03,+15.31249999999E+00
-22.62000E-06,+443.74999999980E+00,-250.00000001E-03,+15.00000000000E+00
-22.60000E-06,+437.50000000020E+00,-562.49999999E-03,+15.00000000001E+00
-22.58000E-06,+443.74999999980E+00,-250.00000001E-03,+15.31250000001E+00
-22.56000E-06,+437.50000000000E+00,-562.50000000E-03,+15.62500000000E+00
-22.54000E-06,+437.50000000000E+00,-562.50000000E-03,+15.62499999999E+00
-22.52000E-06,+437.50000000020E+00,-562.50000001E-03,+15.31250000001E+00
-22.50000E-06,+443.75000000000E+00,-874.99999999E-03,+15.62499999999E+00
-22.48000E-06,+443.74999999980E+00,-562.49999999E-03,+15.31250000000E+00
-22.46000E-06,+437.50000000020E+00,-250.00000001E-03,+15.31249999999E+00
-22.44000E-06,+443.75000000000E+00,-562.49999999E-03,+15.00000000001E+00
-22.42000E-06,+443.74999999980E+00,-250.00000001E-03,+15.31250000001E+00
-22.40000E-06,+437.49999999980E+00,-562.49999999E-03,+15.62500000000E+00
-22.38000E-06,+431.25000000020E+00,-250.00000001E-03,+15.62499999999E+00
-22.36000E-06,+437.49999999980E+00,-562.49999999E-03,+15.31250000000E+00
-22.34000E-06,+431.25000000020E+00,-250.00000001E-03,+15.31250000000E+00
-22.32000E-06,+437.49999999959E+00,-562.49999999E-03,+15.31250000000E+00
-22.30000E-06,+425.00000000020E+00,-250.00000001E-03,+15.31250000001E+00
-22.28000E-06,+431.25000000000E+00,-562.49999999E-03,+15.62499999998E+00
-22.26000E-06,+431.24999999980E+00,-250.00000000E-03,+15.00000000002E+00
-22.24000E-06,+425.00000000020E+00,-250.00000000E-03,+15.62500000000E+00
-22.22000E-06,+431.25000000000E+00,-250.00000001E-03,+15.62499999999E+00
-22.20000E-06,+431.24999999980E+00,-562.49999999E-03,+15.31250000001E+00
-22.18000E-06,+425.00000000000E+00,-250.00000001E-03,+15.62499999998E+00
-22.16000E-06,+424.99999999980E+00,-562.49999999E-03,+15.00000000001E+00
-22.14000E-06,+418.75000000000E+00,-250.00000001E-03,+15.31250000000E+00
-22.12000E-06,+418.75000000020E+00,-562.50000000E-03,+15.31250000001E+00
-22.10000E-06,+424.99999999980E+00,-562.49999999E-03,+15.62499999999E+00
-22.08000E-06,+418.75000000000E+00,-250.00000001E-03,+15.31250000000E+00
-22.06000E-06,+418.75000000000E+00,-562.50000000E-03,+15.31250000000E+00
-22.04000E-06,+418.74999999980E+00,-562.49999999E-03,+15.31250000000E+00
-22.02000E-06,+412.50000000020E+00,-250.00000001E-03,+15.31250000001E+00
-22.00000E-06,+418.74999999980E+00,-562.49999999E-03,+15.62500000000E+00
-21.98000E-06,+412.50000000000E+00,-250.00000001E-03,+15.62499999999E+00
-21.96000E-06,+412.50000000000E+00,-562.50000000E-03,+15.31250000001E+00
-21.94000E-06,+412.49999999980E+00,-562.49999999E-03,+15.62500000000E+00
-21.92000E-06,+406.25000000020E+00,-250.00000001E-03,+15.62499999999E+00
-21.90000E-06,+412.50000000000E+00,-562.49999999E-03,+15.31249999999E+00
-21.88000E-06,+412.49999999980E+00,-250.00000000E-03,+15.00000000002E+00
-21.86000E-06,+406.25000000000E+00,-250.00000001E-03,+15.62499999998E+00
-21.84000E-06,+406.25000000000E+00,-562.49999999E-03,+15.00000000002E+00
-21.82000E-06,+406.25000000000E+00,-250.00000000E-03,+15.62499999999E+00
-21.80000E-06,+406.25000000000E+00,-250.00000000E-03,+15.31250000001E+00
-21.78000E-06,+406.24999999980E+00,-250.00000001E-03,+15.62500000000E+00
-21.76000E-06,+400.00000000020E+00,-562.50000000E-03,+15.62499999998E+00
-21.74000E-06,+406.25000000020E+00,-562.50000000E-03,+15.00000000001E+00
-21.72000E-06,+412.49999999980E+00,-562.49999999E-03,+15.31250000001E+00
-21.70000E-06,+406.25000000000E+00,-250.00000001E-03,+15.62499999999E+00
-21.68000E-06,+406.25000000000E+00,-562.50000000E-03,+15.31249999999E+00
-21.66000E-06,+406.25000000000E+00,-562.50000000E-03,+15.00000000001E+00
-21.64000E-06,+406.25000000000E+00,-562.50000000E-03,+15.31250000001E+00
-21.62000E-06,+406.25000000020E+00,-562.50000001E-03,+15.62499999999E+00
-21.60000E-06,+412.50000000000E+00,-874.99999998E-03,+15.31249999999E+00
